country,player_name,position,age,birthday,club_team
Saudi Arabia,Nawaf Boushal,Defender,26,1999-09-16,Al-Nassr
Saudi Arabia,Hassan Kadesh,Defender,33,1992-09-26,Al-Ittihad
Saudi Arabia,Abdullah Al-Khaibari,Midfielder,29,1996-08-16,Al-Nassr
Saudi Arabia,Ziyad Al-Johani,Midfielder,24,2001-11-11,Al-Ahli
Saudi Arabia,Khalid Al-Ghannam,Forward,25,2000-11-08,Al-Ettifaq
Saudi Arabia,Alaa Al-Hejji,Midfielder,30,1995-12-03,Neom
Saudi Arabia,Abdullah Al-Hamdan,Forward,26,1999-09-13,Al-Nassr
Saudi Arabia,Sultan Mandash,Forward,31,1994-10-17,Al-Hilal
Saudi Arabia,Mohammed Al-Owais,Goalkeeper,34,1991-10-10,Al-Ula
Saudi Arabia,Ahmed Al-Kassar,Goalkeeper,35,1991-05-08,Al-Qadsiah
Saudi Arabia,Mohamed Kanno,Midfielder,31,1994-09-22,Al-Hilal
Saudi Arabia,Moteb Al-Harbi,Defender,26,2000-02-20,Al-Hilal
Saudi Arabia,Jehad Thakri,Defender,24,2001-07-21,Al-Qadsiah
Saudi Arabia,Mohammed Abu Al-Shamat,Defender,23,2002-08-11,Al-Qadsiah
Spain,David Raya,Goalkeeper,30,1995-09-15,Arsenal
Spain,Marc Pubill,Defender,22,2003-06-20,Atlético Madrid
Spain,Álex Grimaldo,Defender,30,1995-09-20,Bayer Leverkusen
Spain,Eric García,Defender,25,2001-01-09,Barcelona
Spain,Marcos Llorente,Defender,31,1995-01-30,Atlético Madrid
Spain,Mikel Merino,Midfielder,29,1996-06-22,Arsenal
Spain,Ferran Torres,Forward,26,2000-02-29,Barcelona
Spain,Fabián Ruiz,Midfielder,30,1996-04-03,Paris Saint-Germain
Spain,Gavi,Midfielder,21,2004-08-05,Barcelona
Spain,Dani Olmo,Forward,28,1998-05-07,Barcelona
Spain,Yéremy Pino,Forward,23,2002-10-20,Crystal Palace
Spain,Pedro Porro,Defender,26,1999-09-13,Tottenham Hotspur
Spain,Joan Garcia,Goalkeeper,25,2001-05-04,Barcelona
Spain,Aymeric Laporte,Defender,32,1994-05-27,Athletic Bilbao
Spain,Álex Baena,Midfielder,24,2001-07-20,Atlético Madrid
Spain,Rodri,Midfielder,29,1996-06-22,Manchester City
Spain,Nico Williams,Forward,23,2002-07-12,Athletic Bilbao
Spain,Martín Zubimendi,Midfielder,27,1999-02-02,Arsenal
Spain,Lamine Yamal,Forward,18,2007-07-13,Barcelona
Spain,Pedri,Midfielder,23,2002-11-25,Barcelona
Spain,Mikel Oyarzabal,Forward,29,1997-04-21,Real Sociedad
Spain,Pau Cubarsí,Defender,19,2007-01-22,Barcelona
Spain,Unai Simón,Goalkeeper,29,1997-06-11,Athletic Bilbao
Spain,Marc Cucurella,Defender,27,1998-07-22,Chelsea
Spain,Víctor Muñoz,Forward,22,2003-07-13,Osasuna
Spain,Borja Iglesias,Forward,33,1993-01-17,Celta Vigo
Uruguay,Sergio Rochet,Goalkeeper,33,1993-03-23,Internacional
Uruguay,José María Giménez,Defender,31,1995-01-20,Atlético Madrid
Uruguay,Sebastián Cáceres,Defender,26,1999-08-18,América
Uruguay,Ronald Araújo,Defender,27,1999-03-07,Barcelona
Uruguay,Manuel Ugarte,Midfielder,25,2001-04-11,Manchester United
Uruguay,Rodrigo Bentancur,Midfielder,28,1997-06-25,Tottenham Hotspur
Uruguay,Nicolás de la Cruz,Midfielder,29,1997-06-01,Flamengo
Uruguay,Federico Valverde,Midfielder,27,1998-07-22,Real Madrid
Uruguay,Darwin Núñez,Forward,26,1999-06-24,Al-Hilal
Uruguay,Giorgian de Arrascaeta,Midfielder,32,1994-06-01,Flamengo
Uruguay,Facundo Pellistri,Forward,24,2001-12-20,Panathinaikos
Uruguay,Santiago Mele,Goalkeeper,28,1997-09-06,Monterrey
Uruguay,Guillermo Varela,Defender,33,1993-03-24,Flamengo
Uruguay,Agustín Canobbio,Midfielder,27,1998-10-01,Fluminense
Uruguay,Emiliano Martínez,Midfielder,26,1999-08-17,Palmeiras
Uruguay,Mathías Olivera,Defender,28,1997-10-31,Napoli
Uruguay,Matías Viña,Defender,28,1997-11-09,River Plate
Uruguay,Brian Rodríguez,Forward,26,2000-05-20,América
Uruguay,Rodrigo Aguirre,Forward,31,1994-10-01,Tigres UANL
Uruguay,Maximiliano Araújo,Midfielder,26,2000-02-15,Sporting CP
Uruguay,Federico Viñas,Forward,27,1998-06-30,Oviedo
Uruguay,Joaquín Piquerez,Midfielder,27,1998-08-24,Palmeiras
Uruguay,Fernando Muslera,Goalkeeper,39,1986-06-16,Estudiantes
Uruguay,Santiago Bueno,Defender,27,1998-11-09,Wolverhampton Wanderers
Uruguay,Juan Manuel Sanabria,Midfielder,26,2000-03-29,Real Salt Lake
Uruguay,Rodrigo Zalazar,Midfielder,26,1999-08-12,Braga
France,Brice Samba,Goalkeeper,32,1994-04-25,Rennes
France,Malo Gusto,Defender,23,2003-05-19,Chelsea
France,Lucas Digne,Defender,32,1993-07-20,Aston Villa
France,Dayot Upamecano,Defender,27,1998-10-27,Bayern Munich
France,Jules Koundé,Defender,27,1998-11-12,Barcelona
France,Manu Koné,Midfielder,25,2001-05-17,Roma
France,Ousmane Dembélé,Forward,29,1997-05-15,Paris Saint-Germain
France,Aurélien Tchouaméni,Midfielder,26,2000-01-27,Real Madrid
France,Marcus Thuram,Forward,28,1997-08-06,Inter Milan
France,Kylian Mbappé,Forward,27,1998-12-20,Real Madrid
France,Michael Olise,Forward,24,2001-12-12,Bayern Munich
France,Bradley Barcola,Forward,23,2002-09-02,Paris Saint-Germain
France,N'Golo Kanté,Midfielder,35,1991-03-29,Fenerbahçe
France,Adrien Rabiot,Midfielder,31,1995-04-03,Milan
France,Ibrahima Konaté,Defender,27,1999-05-25,Liverpool
France,Mike Maignan,Goalkeeper,30,1995-07-03,Milan
France,William Saliba,Defender,25,2001-03-24,Arsenal
France,Warren Zaïre-Emery,Midfielder,20,2006-03-08,Paris Saint-Germain
France,Théo Hernandez,Defender,28,1997-10-06,Al-Hilal
France,Désiré Doué,Forward,21,2005-06-03,Paris Saint-Germain
France,Lucas Hernandez,Defender,30,1996-02-14,Paris Saint-Germain
France,Jean-Philippe Mateta,Forward,28,1997-06-28,Crystal Palace
France,Robin Risser,Goalkeeper,21,2004-12-02,Lens
France,Rayan Cherki,Midfielder,22,2003-08-17,Manchester City
France,Maghnes Akliouche,Midfielder,24,2002-02-25,Monaco
France,Maxence Lacroix,Defender,26,2000-04-06,Crystal Palace
Iraq,Fahad Talib,Goalkeeper,31,1994-10-21,Al-Talaba
Iraq,Rebin Sulaka,Defender,34,1992-04-12,Port
Iraq,Hussein Ali,Defender,24,2002-03-01,Pogoń Szczecin
Iraq,Zaid Tahseen,Defender,25,2001-01-29,Pakhtakor
Iraq,Akam Hashim,Defender,27,1998-08-16,Al-Zawraa
Iraq,Manaf Younis,Defender,29,1996-11-16,Al-Shorta
Iraq,Youssef Amyn,Midfielder,22,2003-08-21,AEK Larnaca
Iraq,Ibrahim Bayesh,Midfielder,26,2000-05-01,Al Dhafra
Iraq,Ali Al-Hamadi,Forward,24,2002-03-01,Luton Town
Iraq,Mohanad Ali,Forward,25,2000-06-20,Dibba
Iraq,Ahmed Qasem,Forward,22,2003-07-12,Nashville SC
Iraq,Jalal Hassan,Goalkeeper,35,1991-05-18,Al-Zawraa
Iraq,Ali Yousif,Forward,30,1996-01-19,Al-Talaba
Iraq,Zidane Iqbal,Midfielder,23,2003-04-27,Utrecht
Iraq,Ahmed Maknzi,Defender,24,2001-09-24,Al-Karma
Iraq,Amir Al-Ammari,Midfielder,28,1997-07-27,Cracovia
Iraq,Ali Jasim,Forward,22,2004-01-20,Al-Najma
Iraq,Aymen Hussein,Forward,30,1996-03-22,Al-Karma
Iraq,Kevin Yakob,Midfielder,25,2000-10-10,AGF
Iraq,Aimar Sher,Midfielder,23,2002-12-20,Sarpsborg 08
Iraq,Marko Farji,Forward,22,2004-03-16,Venezia
Iraq,Ahmed Basil,Goalkeeper,29,1996-08-19,Al-Shorta
Iraq,Merchas Doski,Defender,26,1999-12-07,Viktoria Plzeň
Iraq,Zaid Ismail,Midfielder,24,2002-01-03,Al-Talaba
Iraq,Mustafa Saadoon,Defender,25,2001-05-25,Al-Shorta
Iraq,Frans Putros,Defender,32,1993-07-14,Persib
Norway,Ørjan Nyland,Goalkeeper,35,1990-09-10,Sevilla
Norway,Morten Thorsby,Midfielder,30,1996-05-05,Cremonese
Norway,Kristoffer Ajer,Defender,28,1998-04-17,Brentford
Norway,Leo Østigård,Defender,26,1999-11-28,Genoa
Norway,David Møller Wolfe,Defender,24,2002-04-23,Wolverhampton Wanderers
Norway,Patrick Berg,Midfielder,28,1997-11-24,Bodø/Glimt
Norway,Alexander Sørloth,Forward,30,1995-12-05,Atlético Madrid
Norway,Sander Berge,Midfielder,28,1998-02-14,Fulham
Norway,Erling Haaland,Forward,25,2000-07-21,Manchester City
Norway,Martin Ødegaard,Midfielder,27,1998-12-17,Arsenal
Norway,Jørgen Strand Larsen,Forward,26,2000-02-06,Crystal Palace
Norway,Sander Tangvik,Goalkeeper,23,2002-11-29,Hamburger SV
Norway,Egil Selvik,Goalkeeper,28,1997-07-30,Watford
Norway,Fredrik Aursnes,Midfielder,30,1995-12-10,Benfica
Norway,Fredrik André Bjørkan,Defender,27,1998-08-21,Bodø/Glimt
Norway,Marcus Holmgren Pedersen,Defender,25,2000-07-16,Torino
Norway,Torbjørn Heggem,Defender,27,1999-01-12,Bologna
Norway,Kristian Thorstvedt,Midfielder,27,1999-03-13,Sassuolo
Norway,Thelo Aasgaard,Midfielder,24,2002-05-02,Rangers
Norway,Antonio Nusa,Midfielder,21,2005-04-17,RB Leipzig
Norway,Andreas Schjelderup,Midfielder,22,2004-06-01,Benfica
Norway,Oscar Bobb,Midfielder,22,2003-07-12,Fulham
Norway,Jens Petter Hauge,Midfielder,26,1999-10-12,Bodø/Glimt
Norway,Sondre Langås,Defender,25,2001-02-02,Derby County
Norway,Henrik Falchener,Defender,23,2003-05-08,Viking
Norway,Julian Ryerson,Defender,28,1997-11-17,Borussia Dortmund
Senegal,Yehvann Diouf,Goalkeeper,26,1999-11-16,Nice
Senegal,Mamadou Sarr,Defender,20,2005-08-29,Chelsea
Senegal,Kalidou Koulibaly,Defender,34,1991-06-20,Al-Hilal
Senegal,Abdoulaye Seck,Defender,34,1992-06-04,Maccabi Haifa
Senegal,Idrissa Gueye,Midfielder,36,1989-09-26,Everton
Senegal,Pathé Ciss,Midfielder,32,1994-03-16,Rayo Vallecano
Senegal,Assane Diao,Forward,20,2005-09-07,Como
Senegal,Lamine Camara,Midfielder,22,2004-01-01,Monaco
Senegal,Bamba Dieng,Forward,26,2000-03-23,Lorient
Senegal,Sadio Mané,Forward,34,1992-04-10,Al-Nassr
Senegal,Nicolas Jackson,Forward,24,2001-06-20,Bayern Munich
Senegal,Cherif Ndiaye,Forward,30,1996-01-23,Samsunspor
Senegal,Iliman Ndiaye,Forward,26,2000-03-06,Everton
Senegal,Ismail Jakobs,Defender,26,1999-08-17,Galatasaray
Senegal,Krépin Diatta,Defender,27,1999-02-25,Monaco
Senegal,Édouard Mendy,Goalkeeper,34,1992-03-01,Al-Ahli
Senegal,Pape Matar Sarr,Midfielder,23,2002-09-14,Tottenham Hotspur
Senegal,Ismaïla Sarr,Forward,28,1998-02-25,Crystal Palace
Senegal,Moussa Niakhaté,Defender,30,1996-03-08,Lyon
Senegal,Ibrahim Mbaye,Forward,18,2008-01-24,Paris Saint-Germain
Senegal,Habib Diarra,Midfielder,22,2004-01-03,Sunderland
Senegal,Bara Sapoko Ndiaye,Midfielder,18,2007-12-31,Bayern Munich
Senegal,Mory Diaw,Goalkeeper,32,1993-06-22,Le Havre
Senegal,Antoine Mendy,Defender,22,2004-05-27,Nice
Senegal,El Hadji Malick Diouf,Defender,21,2004-12-29,West Ham United
Senegal,Pape Gueye,Midfielder,27,1999-01-24,Villarreal
Algeria,Melvin Mastil,Goalkeeper,26,2000-02-19,Stade Nyonnais
Algeria,Aïssa Mandi,Defender,34,1991-10-22,Lille
Algeria,Achref Abada,Defender,26,1999-06-15,USM Alger
Algeria,Mohamed Amine Tougai,Defender,26,2000-01-22,Espérance de Tunis
Algeria,Zineddine Belaïd,Defender,27,1999-03-20,JS Kabylie
Algeria,Ramiz Zerrouki,Midfielder,28,1998-05-26,Twente
Algeria,Riyad Mahrez,Forward,35,1991-02-21,Al-Ahli
Algeria,Houssem Aouar,Midfielder,27,1998-06-30,Al-Ittihad
Algeria,Amine Gouiri,Forward,26,2000-02-16,Marseille
Algeria,Farès Chaïbi,Midfielder,23,2002-11-28,Eintracht Frankfurt
Algeria,Anis Hadj Moussa,Forward,24,2002-02-11,Feyenoord
Algeria,Nadhir Benbouali,Forward,26,2000-04-17,Győri ETO
Algeria,Jaouen Hadjam,Defender,23,2003-03-26,Young Boys
Algeria,Hicham Boudaoui,Midfielder,26,1999-09-23,Nice
Algeria,Rayan Aït-Nouri,Defender,25,2001-06-06,Manchester City
Algeria,Oussama Benbot,Goalkeeper,31,1994-10-11,USM Alger
Algeria,Rafik Belghali,Defender,24,2002-06-07,Hellas Verona
Algeria,Mohamed Amoura,Forward,26,2000-05-09,VfL Wolfsburg
Algeria,Nabil Bentaleb,Midfielder,31,1994-11-24,Lille
Algeria,Adil Boulbina,Forward,23,2003-05-02,Al-Duhail
Algeria,Ramy Bensebaini,Defender,31,1995-04-16,Borussia Dortmund
Algeria,Ibrahim Maza,Midfielder,20,2005-11-24,Bayer Leverkusen
Algeria,Luca Zidane,Goalkeeper,28,1998-05-13,Granada
Algeria,Yacine Titraoui,Midfielder,22,2003-07-26,Charleroi
Algeria,Farès Ghedjemis,Forward,23,2002-09-06,Frosinone
Algeria,Samir Chergui,Defender,27,1999-02-06,Paris FC
Argentina,Juan Musso,Goalkeeper,32,1994-05-06,Atlético Madrid
Argentina,Marcos Senesi,Defender,29,1997-05-10,Bournemouth
Argentina,Nicolás Tagliafico,Defender,33,1992-08-31,Lyon
Argentina,Gonzalo Montiel,Defender,29,1997-01-01,River Plate
Argentina,Leandro Paredes,Midfielder,31,1994-06-29,Boca Juniors
Argentina,Lisandro Martínez,Defender,28,1998-01-18,Manchester United
Argentina,Rodrigo De Paul,Midfielder,32,1994-05-24,Inter Miami CF
Argentina,Valentín Barco,Midfielder,21,2004-07-23,Strasbourg
Argentina,Julián Alvarez,Forward,26,2000-01-31,Atlético Madrid
Argentina,Lionel Messi,Forward,38,1987-06-24,Inter Miami CF
Argentina,Giovani Lo Celso,Midfielder,30,1996-04-09,Real Betis
Argentina,Gerónimo Rulli,Goalkeeper,34,1992-05-20,Marseille
Argentina,Cristian Romero,Defender,28,1998-04-27,Tottenham Hotspur
Argentina,Exequiel Palacios,Midfielder,27,1998-10-05,Bayer Leverkusen
Argentina,Nicolás González,Midfielder,28,1998-04-06,Atlético Madrid
Argentina,Thiago Almada,Forward,25,2001-04-26,Atlético Madrid
Argentina,Giuliano Simeone,Forward,23,2002-12-18,Atlético Madrid
Argentina,Nico Paz,Forward,21,2004-09-08,Como
Argentina,Nicolás Otamendi,Defender,38,1988-02-12,Benfica
Argentina,Alexis Mac Allister,Midfielder,27,1998-12-24,Liverpool
Argentina,José Manuel López,Forward,25,2000-12-06,Palmeiras
Argentina,Lautaro Martínez,Forward,28,1997-08-22,Inter Milan
Argentina,Emiliano Martínez,Goalkeeper,33,1992-09-02,Aston Villa
Argentina,Enzo Fernández,Midfielder,25,2001-01-17,Chelsea
Argentina,Facundo Medina,Defender,27,1999-05-28,Marseille
Argentina,Nahuel Molina,Defender,28,1998-04-06,Atlético Madrid
Austria,Alexander Schlager,Goalkeeper,30,1996-02-01,Red Bull Salzburg
Austria,David Affengruber,Defender,25,2001-03-19,Elche
Austria,Kevin Danso,Defender,27,1998-09-19,Tottenham Hotspur
Austria,Xaver Schlager,Midfielder,28,1997-09-28,RB Leipzig
Austria,Stefan Posch,Defender,29,1997-05-14,Mainz 05
Austria,Nicolas Seiwald,Midfielder,25,2001-05-04,RB Leipzig
Austria,Marko Arnautović,Forward,37,1989-04-19,Red Star Belgrade
Austria,David Alaba,Defender,33,1992-06-24,Real Madrid
Austria,Marcel Sabitzer,Midfielder,32,1994-03-17,Borussia Dortmund
Austria,Florian Grillitsch,Midfielder,30,1995-08-07,Braga
Austria,Michael Gregoritsch,Forward,32,1994-04-18,FC Augsburg
Austria,Florian Wiegele,Goalkeeper,25,2001-03-21,Viktoria Plzeň
Austria,Patrick Pentz,Goalkeeper,29,1997-01-02,Brøndby
Austria,Saša Kalajdžić,Forward,28,1997-07-07,LASK
Austria,Philipp Lienhart,Defender,29,1996-07-11,SC Freiburg
Austria,Phillipp Mwene,Defender,32,1994-01-29,Mainz 05
Austria,Carney Chukwuemeka,Midfielder,22,2003-10-20,Borussia Dortmund
Austria,Romano Schmid,Midfielder,26,2000-01-27,Werder Bremen
Austria,Dejan Ljubičić,Midfielder,28,1997-10-08,Schalke 04
Austria,Konrad Laimer,Midfielder,29,1997-05-27,Bayern Munich
Austria,Patrick Wimmer,Forward,25,2001-05-30,VfL Wolfsburg
Austria,Alexander Prass,Midfielder,25,2001-05-26,TSG Hoffenheim
Austria,Marco Friedl,Defender,28,1998-03-16,Werder Bremen
Austria,Paul Wanner,Midfielder,20,2005-12-23,PSV Eindhoven
Austria,Michael Svoboda,Defender,27,1998-10-15,Venezia
Austria,Alessandro Schöpf,Midfielder,32,1994-02-07,Wolfsberger AC
Jordan,Yazeed Abulaila,Goalkeeper,33,1993-01-08,Al-Hussein
Jordan,Mohammad Abu Hashish,Defender,31,1995-05-09,Al-Karma
Jordan,Abdallah Nasib,Defender,32,1994-02-25,Al-Zawraa
Jordan,Husam Abu Dahab,Defender,26,2000-05-13,Al-Faisaly
Jordan,Yazan Al-Arab,Defender,30,1996-01-31,FC Seoul
Jordan,Amer Jamous,Midfielder,23,2002-07-03,Al-Zawraa
Jordan,Mohammad Abu Zrayq,Forward,28,1997-12-30,Raja Casablanca
Jordan,Noor Al-Rawabdeh,Midfielder,29,1997-02-24,Selangor
Jordan,Ali Olwan,Forward,26,2000-03-26,Al-Sailiya
Jordan,Musa Al-Taamari,Forward,29,1997-06-10,Rennes
Jordan,Odeh Al-Fakhouri,Forward,20,2005-11-22,Pyramids
Jordan,Nour Bani Attiah,Goalkeeper,33,1993-01-25,Al-Faisaly
Jordan,Mahmoud Al-Mardi,Forward,32,1993-10-06,Al-Hussein
Jordan,Rajaei Ayed,Midfielder,32,1993-07-25,Al-Hussein
Jordan,Ibrahim Sadeh,Midfielder,26,2000-04-27,Al-Karma
Jordan,Mo Abualnadi,Defender,25,2001-02-08,Selangor
Jordan,Salim Obaid,Defender,34,1992-01-17,Al-Hussein
Jordan,Mohammad Taha,Midfielder,20,2005-07-13,Al-Hussein
Jordan,Saed Al-Rosan,Defender,29,1997-02-01,Al-Hussein
Jordan,Mohannad Abu Taha,Midfielder,23,2003-02-02,Al-Quwa Al-Jawiya
Jordan,Nizar Al-Rashdan,Midfielder,27,1999-03-23,Qatar SC
Jordan,Abdallah Al-Fakhouri,Goalkeeper,26,2000-01-22,Al-Wehdat
Jordan,Ihsan Haddad,Defender,32,1994-02-05,Al-Hussein
Jordan,Ali Azaizeh,Forward,22,2004-04-13,Al-Shabab
Jordan,Mohammad Al-Dawoud,Midfielder,34,1992-04-12,Al-Wehdat
Jordan,Anas Badawi,Defender,28,1997-09-13,Al-Faisaly
Colombia,David Ospina,Goalkeeper,37,1988-08-31,Atlético Nacional
Colombia,Daniel Muñoz,Defender,30,1996-05-26,Crystal Palace
Colombia,Jhon Lucumí,Defender,27,1998-06-26,Bologna
Colombia,Santiago Arias,Defender,34,1992-01-13,Independiente
Colombia,Kevin Castaño,Midfielder,25,2000-09-29,River Plate
Colombia,Richard Ríos,Midfielder,26,2000-06-02,Benfica
Colombia,Luis Díaz,Forward,29,1997-01-13,Bayern Munich
Colombia,Jorge Carrascal,Midfielder,28,1998-05-25,Flamengo
Colombia,Jhon Córdoba,Forward,33,1993-05-11,Krasnodar
Colombia,James Rodríguez,Midfielder,34,1991-07-12,Minnesota United FC
Colombia,Jhon Arias,Midfielder,28,1997-09-21,Palmeiras
Colombia,Camilo Vargas,Goalkeeper,37,1989-03-09,Atlas
Colombia,Yerry Mina,Defender,31,1994-09-23,Cagliari
Colombia,Gustavo Puerta,Defender,22,2003-07-23,Racing Santander
Colombia,Juan Portilla,Midfielder,27,1998-09-12,Athletico Paranaense
Colombia,Jefferson Lerma,Midfielder,31,1994-10-25,Crystal Palace
Colombia,Johan Mojica,Defender,33,1992-08-21,Mallorca
Colombia,Willer Ditta,Defender,28,1998-01-23,Cruz Azul
Colombia,Cucho Hernández,Forward,27,1999-04-20,Real Betis
Colombia,Juan Fernando Quintero,Midfielder,33,1993-01-18,River Plate
Colombia,Jaminton Campaz,Forward,26,2000-05-24,Rosario Central
Colombia,Deiver Machado,Defender,32,1993-09-02,Nantes
Colombia,Davinson Sánchez,Defender,29,1996-06-12,Galatasaray
Colombia,Álvaro Montero,Goalkeeper,31,1995-03-29,Vélez Sarsfield
Colombia,Luis Suárez,Forward,28,1997-12-02,Sporting CP
Colombia,Andrés Gómez,Forward,23,2002-09-12,Vasco da Gama
DR Congo,Lionel Mpasi,Goalkeeper,31,1994-08-01,Le Havre
DR Congo,Aaron Wan-Bissaka,Defender,28,1997-11-26,West Ham United
DR Congo,Steve Kapuadi,Defender,28,1998-04-30,Widzew Łódź
DR Congo,Axel Tuanzebe,Defender,28,1997-11-14,Burnley
DR Congo,Dylan Batubinsika,Defender,30,1996-02-15,AEL
DR Congo,Ngal'ayel Mukau,Midfielder,21,2004-11-03,Lille
DR Congo,Nathanaël Mbuku,Midfielder,24,2002-03-16,Montpellier
DR Congo,Samuel Moutoussamy,Midfielder,29,1996-08-12,Atromitos
DR Congo,Brian Cipenga,Forward,28,1998-03-11,Castellón
DR Congo,Théo Bongonda,Midfielder,30,1995-11-20,Spartak Moscow
DR Congo,Gaël Kakuta,Forward,34,1991-06-21,AEL
DR Congo,Joris Kayembe,Defender,31,1994-08-08,Genk
DR Congo,Meschak Elia,Forward,28,1997-08-06,Alanyaspor
DR Congo,Noah Sadiki,Midfielder,21,2004-12-17,Sunderland
DR Congo,Aaron Tshibola,Midfielder,31,1995-01-02,Kilmarnock
DR Congo,Timothy Fayulu,Goalkeeper,26,1999-07-24,Noah
DR Congo,Cédric Bakambu,Forward,35,1991-04-11,Real Betis
DR Congo,Charles Pickel,Midfielder,29,1997-05-15,Espanyol
DR Congo,Fiston Mayele,Forward,31,1994-06-24,Pyramids
DR Congo,Yoane Wissa,Forward,29,1996-09-03,Newcastle United
DR Congo,Matthieu Epolo,Goalkeeper,21,2005-01-15,Standard Liège
DR Congo,Chancel Mbemba,Defender,31,1994-08-08,Lille
DR Congo,Simon Banza,Forward,29,1996-08-13,Al Jazira
DR Congo,Gédéon Kalulu,Defender,28,1997-08-29,Aris Limassol
DR Congo,Edo Kayembe,Midfielder,28,1998-06-03,Watford
DR Congo,Arthur Masuaku,Defender,32,1993-11-07,Lens
Portugal,Diogo Costa,Goalkeeper,26,1999-09-19,Porto
Portugal,Nélson Semedo,Defender,32,1993-11-16,Fenerbahçe
Portugal,Rúben Dias,Defender,29,1997-05-14,Manchester City
Portugal,Tomás Araújo,Defender,24,2002-05-16,Benfica
Portugal,Diogo Dalot,Defender,27,1999-03-18,Manchester United
Portugal,Matheus Nunes,Midfielder,27,1998-08-27,Manchester City
Portugal,Cristiano Ronaldo,Forward,41,1985-02-05,Al-Nassr
Portugal,Bruno Fernandes,Midfielder,31,1994-09-08,Manchester United
Portugal,Gonçalo Ramos,Forward,24,2001-06-20,Paris Saint-Germain
Portugal,Bernardo Silva,Midfielder,31,1994-08-10,Manchester City
Portugal,João Félix,Forward,26,1999-11-10,Al-Nassr
Portugal,José Sá,Goalkeeper,33,1993-01-17,Wolverhampton Wanderers
Portugal,Renato Veiga,Defender,22,2003-07-29,Villarreal
Portugal,Gonçalo Inácio,Defender,24,2001-08-25,Sporting CP
Portugal,João Neves,Midfielder,21,2004-09-27,Paris Saint-Germain
Portugal,Francisco Trincão,Forward,26,1999-12-29,Sporting CP
Portugal,Rafael Leão,Forward,27,1999-06-10,Milan
Portugal,Pedro Neto,Forward,26,2000-03-09,Chelsea
Portugal,Gonçalo Guedes,Forward,29,1996-11-29,Real Sociedad
Portugal,João Cancelo,Defender,32,1994-05-27,Barcelona
Portugal,Rúben Neves,Midfielder,29,1997-03-13,Al-Hilal
Portugal,Rui Silva,Goalkeeper,32,1994-02-07,Sporting CP
Portugal,Vitinha,Midfielder,26,2000-02-13,Paris Saint-Germain
Portugal,Samú Costa,Defender,25,2000-11-27,Mallorca
Portugal,Nuno Mendes,Defender,23,2002-06-19,Paris Saint-Germain
Portugal,Francisco Conceição,Forward,23,2002-12-14,Juventus
Uzbekistan,Utkir Yusupov,Goalkeeper,35,1991-01-04,Navbahor Namangan
Uzbekistan,Abdukodir Khusanov,Defender,22,2004-02-29,Manchester City
Uzbekistan,Khojiakbar Alijonov,Defender,29,1997-04-19,Pakhtakor
Uzbekistan,Farrukh Sayfiev,Defender,35,1991-01-17,Neftchi Fergana
Uzbekistan,Rustam Ashurmatov,Defender,29,1996-07-07,Esteghlal
Uzbekistan,Akmal Mozgovoy,Midfielder,27,1999-04-02,Pakhtakor
Uzbekistan,Otabek Shukurov,Midfielder,29,1996-06-22,Baniyas
Uzbekistan,Jamshid Iskanderov,Midfielder,32,1993-10-16,Neftchi Fergana
Uzbekistan,Odiljon Hamrobekov,Midfielder,30,1996-02-13,Tractor
Uzbekistan,Jaloliddin Masharipov,Midfielder,32,1993-09-01,Esteghlal
Uzbekistan,Oston Urunov,Midfielder,25,2000-12-19,Persepolis
Uzbekistan,Abduvohid Nematov,Goalkeeper,25,2001-03-20,Nasaf
Uzbekistan,Sherzod Nasrullaev,Defender,27,1998-07-23,Nasaf
Uzbekistan,Eldor Shomurodov,Forward,30,1995-06-29,İstanbul Başakşehir
Uzbekistan,Umar Eshmurodov,Defender,33,1992-11-30,Nasaf
Uzbekistan,Botirali Ergashev,Goalkeeper,30,1995-06-23,Neftchi Fergana
Uzbekistan,Dostonbek Khamdamov,Midfielder,29,1996-07-24,Pakhtakor
Uzbekistan,Abdulla Abdullaev,Defender,28,1997-09-01,Dibba
Uzbekistan,Azizjon Ganiev,Midfielder,28,1998-02-22,Al Bataeh
Uzbekistan,Azizbek Amonov,Forward,28,1997-10-30,Dinamo Samarqand
Uzbekistan,Igor Sergeev,Forward,33,1993-04-30,Persepolis
Uzbekistan,Abbosbek Fayzullaev,Midfielder,22,2003-10-03,İstanbul Başakşehir
Uzbekistan,Sherzod Esanov,Midfielder,23,2003-02-01,Bukhara
Uzbekistan,Bekhruz Karimov,Defender,18,2007-08-07,Surkhon Termiz
Uzbekistan,Avazbek Ulmasaliev,Defender,26,2000-03-27,AGMK
Uzbekistan,Jakhongir Urozov,Defender,22,2004-01-18,Dinamo Samarqand
Croatia,Dominik Livaković,Goalkeeper,31,1995-01-09,Dinamo Zagreb
Croatia,Josip Stanišić,Defender,26,2000-04-02,Bayern Munich
Croatia,Marin Pongračić,Defender,28,1997-09-11,Fiorentina
Croatia,Joško Gvardiol,Defender,24,2002-01-23,Manchester City
Croatia,Duje Ćaleta-Car,Defender,29,1996-09-17,Real Sociedad
Croatia,Josip Šutalo,Defender,26,2000-02-28,Ajax
Croatia,Nikola Moro,Midfielder,28,1998-03-12,Bologna
Croatia,Mateo Kovačić,Midfielder,32,1994-05-06,Manchester City
